entry_skill_animation,技能动画,Animation,スキルアニメーション,Fähigkeitsanimation,Animation de compétence,Animación de habilidades,Анимация навыка,อนิเมชันทักษะ,스킬 애니메이션,رسوم متحركة للمهارة,Animazione delle abilità,Animação de Habilidade
entry_skill_animation,技能动画,Skill Animation,スキルアニメーション,Fähigkeitsanimation,Animation de compétence,Animación de habilidades,Анимация навыка,อนิเมชันทักษะ,스킬 애니메이션,رسوم متحركة للمهارة,Animazione delle abilità,Animação de Habilidade
entry_skill_autolearn,自动学习,Auto Learn,自動學習,Automatisches Lernen,Apprentissage automatique,Aprendizaje automático,Автоматическое обучение,การเรียนรู้อัตโนมัติ,자동 학습,تعلم تلقائيًا,Apprendimento automatico,Aprendizado Automático
entry_skill_information,技能信息,Skill Information,スキル情報,Fähigkeitsinformation,Informations sur les compétences,Información de habilidades,Информация о навыках,ข้อมูลทักษะ,기술 정보,معلومات المهارة,Informazioni sulla skill,Informações da Habilidade
entry_skilltree_add,插入技能,Insert Skill,スキルを挿入する,Fähigkeit einfügen,Insérer une compétence,Insertar habilidad,Вставить навык,แทรกทักษะ,스킬 삽입,إدراج مهارة,Inserisci abilità,Inserir Habilidade
entry_skilltree_level,所需等级,Level Required,必要なレベル,Benötigtes Level,Niveau requis,Nivel requerido,Требуемый уровень,ระดับที่ต้องการ,필요 레벨,المستوى المطلوب,Livello richiesto,Nível Requerido
entry_skilltree_minlevel,学习技能最小等级,Minimum Level to Learn,最低限の学習スキルレベル,Mindestlevel zum Lernen,Niveau minimum pour apprendre,Nivel mínimo para aprender,Минимальный уровень для изучения,ระดับขั้นขั้นต่ำในการเรียนรู้,배우기 위한 최소 레벨,الحد الأدنى لمستوى التعلم,Livello minimo per apprendere,Nível Mínimo para Aprender
entry_skilltree_points,花费点,Points,ポイントの使用,Punkte,Points,Puntos,Очки,คะแนน,포인트,نقاط,Punti,Pontos
entry_skilltree_remove,删除技能,Remove this Skill,スキルの削除,Fähigkeit entfernen,Supprimer cette compétence,Eliminar esta habilidad,Удалить этот навык,ลบทักษะนี้,이 스킬 제거,إزالة هذه المهارة,Rimuovi questa abilità,Remover esta Habilidade
entry_skilltree_skill,技能,Skill,スキル,Fähigkeit,Compétence,Habilidad,Навык,ทักษะ,스킬,مهارة,Skill,Habilidade
entry_skilltree_skilltree,技能树,Skill Tree,スキルツリー,Fähigkeitsbaum,Arbre de compétences,Árbol de habilidades,Дерево навыков,ต้นกิจกรรมทักษะ,스킬 트리,شجرة المهارات,Albero delle abilità,Árvore de Habilidades
entry_skilltree_unlocksp,解锁所需花费技能点,Skill Points Required to Unlock,ロック解除に必要なスキルポイント,Benötigte Fähigkeitspunkte zum Entsperren,Points de compétence requis pour déverrouiller,Puntos de habilidad requeridos para desbloquear,Требуемые навыки для разблокировки,คะแนนทักษะที่ต้องการในการปลดล็อก,잠금 해제에 필요한 스킬 포인트,النقاط المطلوبة لفتح القفل,Punti abilità richiesti per sbloccare,Pontos de Habilidade Necessários para Desbloquear
entry_skirt,裙子,Skirt,スカート,Rock,Jupe,Falda,Юбка,กระโปรง,치마,تنورة,Gonna,Saia
entry_sound_battle_lose,音效 - 战斗失败,Sound - Battle Lose,効果音 - バトルロスト,Kampf verlieren SE,Bruit de défaite de combat,Sonido de derrota en batalla,Звук поражения в бою,เสียงการแพ้ในการต่อสู้,전투 패배 SE,صوت الهزيمة في المعركة,Suono della sconfitta nella battaglia,Som de Derrota na Batalha
entry_sound_battle_start,音效 - 战斗开始,Sound - Battle Start,効果音 - 戦闘開始,Kampfbeginn SE,Début de combat SE,Comienzo de la batalla SE,Звук начала битвы,เสียงเริ่มต้นการต่อสู้,전투 시작 SE,صوت بدء المعركة,Suono d'inizio battaglia,Som de Início de Batalha
entry_sound_battle_win,音效 - 战斗胜利,Sound - Battle Victory,効果音 - 戦闘勝利,Kampfsieg SE,Victoire de combat SE,Victoria en batalla SE,Звук победы в бою,เสียงชัยชนะในการต่อสู้,전투 승리 SE,صوت النصر في المعركة,Suono della vittoria in battaglia,Som de Vitória na Batalha
entry_sound_cancel,音效 - 取消,Sound - Cancel,効果音 - キャンセル,Ton - Abbrechen,Son - Annuler,Sonido - Cancelar,Звук - Отмена,เสียง - ยกเลิก,음향 - 취소,صوت - إلغاء,Suono - Annulla,Som - Cancelar
entry_sound_confirm,音效 - 确认,Sound - Confirm,効果音 - 確認,Ton - Bestätigen,Son - Confirmer,Sonido - Confirmar,Звук - Подтвердить,เสียง - ยืนยัน,음향 - 확인,صوت - تأكيد,Suono - Conferma,Som - Confirmar
entry_sound_forbidden,音效 - 禁止,Sound - Forbidden,効果音 - 禁止,Ton - Verboten,Son - Interdit,Sonido - Prohibido,Звук - Запрещено,เสียง - ห้าม,음향 - 금지,صوت - ممنوع,Suono - Vietato,Som - Proibido
entry_sound_levelup,音效 - 升级,Sound - Level Up効果音 - アップグレード,Level-Up SE,Niveau supérieur SE,Subir de nivel SE,Уровень выше SE,เลเวลอัพ SE,레벨 업 SE,الارتقاء SE,Livello superiore SE,Nível Superior SE
entry_sound_movement,音效 - 光标移动,Sound - Cursor Movement,効果音 - カーソル移動,Ton - Cursor-Bewegung,Son - Déplacement du curseur,Sonido - Movimiento del cursor,Звук - Движение курсора,เสียง - การเคลื่อนไหวเคอร์เซอร์,음향 - 커서 이동,صوت - حركة المؤشر,Suono - Movimento del cursore,Som - Movimento do Cursor
entry_sound_minigame_victory,音效 - 小游戏胜利,Sound - Minigame Victory,効果音 - ミニゲームの勝利,Sound – Minispiel-Sieg,Son - Victoire du mini-jeu,Sonido - Victoria en minijuegos,Звук - Победа в мини-игре,เสียง - มินิเกมแห่งชัยชนะ,사운드 - 미니게임 승리,الصوت - انتصار اللعبة الصغيرة,Suono: Vittoria nel minigioco,Som - Vitória no Minijogo
entry_sound_minigame_lose,音效 - 小游戏失败,Sound - Minigame Lose,効果音 - ミニゲーム失敗,Soundeffekte – Minispiel fehlgeschlagen SE,Mini-jeu sonore Perdre,Sonido-Minijuego Perder,Звуковая мини-игра,เสียง-มินิเกมแพ้,사운드-미니게임 패배,الصوت-Minigame تفقد,Minigioco sonoro Perdi,Perda de minijogo de som
entry_soundeffect,音效,Sound Effect,効果音,Soundeffekt,Effet sonore,Efecto de sonido,Звуковой эффект,เอฟเฟกต์เสียง,사운드 이펙트,تأثير الصوت,Effetto sonoro,Efeito Sonoro
entry_soundeffect_select,选择音效,Select Sound,効果音を選択,Wählen Sie einen Klang,Sélectionner un son,Seleccionar sonido,Выберите звук,เลือกเสียง,사운드 선택,اختر صوتًا,Seleziona suono,Selecionar Som
entry_soundeffect_use,是否使用音效,Use Sound,効果音を使用するかどうか,Ton verwenden,Utiliser un son,Usar sonido,Использовать звук,ใช้เสียง,사운드 사용,استخدام الصوت,Usa suono,Usar Som
entry_soundeffect_volume,音量大小,Volume,音量,Lautstärke,Volume,Volumen,Громкость,ระดับเสียง,볼륨,حجم الصوت,Volume,Volume
entry_soundlength,时长(秒),Length(Sec),时長(秒),Länge (Sekunden),Durée (s),Duración (seg.),Продолжительность (сек.),ระยะเวลา (วินาที),길이 (초),المدة (ثانية),Durata (sec),Duração (s)
entry_sp_effect_background,背景特效,Background Effect,背景効果,Hintergrundeffekt,Effet de fond,Efecto de fondo,Фоновый эффект,เอฟเฟ็กต์พื้นหลัง,배경 효과,تأثير الخلفية,Effetto di sfondo,Efeito de Fundo
entry_sp_effect_background_0,不使用,None,なし,Nicht verwenden,Aucun,No usar,Не использовать,ไม่ใช้,사용 안 함,عدم استخدام,Non utilizzare,Não Usar
entry_sp_effect_background_1,黑屏,Blackscreen,黒いスクリーン,Schwarzbild,Écran noir,Pantalla en negro,Черный экран,หน้าจอดำ,블랙 스크린,شاشة سوداء,Schermo nero,Tela Preta
entry_sp_effect_background_2,动线,Moving Lines,動線,Bewegende Linien,Lignes mobiles,Líneas en movimiento,Движущиеся линии,เส้นที่เคลื่อนไหว,움직이는 선,خطوط متحركة,Linee in Movimento,Linhas em Movimento
entry_sp_effect_background_3,星星,Moving Stars,星,Bewegende Sterne,Étoiles en mouvement,Estrellas en movimiento,Двигающиеся звёзды,ดาวเคลื่อนที่,움직이는 별,نجوم متحركة,Stelle in Movimento,Estrelas em Movimento
entry_sp_effect_camera,镜头特效,Camera Effect,レンズ効果,Kameraeffekt,Effet de caméra,Efecto de cámara,Эффект камеры,เอฟเฟ็กต์กล้อง,카메라 효과,تأثير الكاميرا,Effetto della telecamera,Efeito de Câmera
entry_sp_effect_camera_0,不使用,None,なし,Nicht verwenden,Aucun,No usar,Не использовать,ไม่ใช้,사용 안 함,عدم استخدام,Non utilizzare,Não Usar
entry_sp_effect_camera_1,震动,Shake,ショック,Schütteln,Secousse,Sacudida,Тряска,สั่น,흔들기,اهتزاز,Scuotimento,Tremor
entry_sp_effect_camera_2,特写(自身)2,Feature2,クローズアップ（自分）2,Nahaufnahme2,Gros plan2,Detalle2,Приближение2,ขยาย2,피쳐2,تكبير2,Dettaglio2,Destaque2
entry_sp_effect_camera_3,特写(自身)3,Feature3,クローズアップ（自分）3,Nahaufnahme3,Gros plan3,Detalle3,Приближение3,ขยาย3,피쳐3,تكبير3,Dettaglio3,Destaque3
entry_sp_effect_camera_4,闪光,Flash,閃光,Blitz,Flash,Destello,Вспышка,แฟลช,플래시,فلاش,Lampeggio,Flash
entry_sp_effect_camera_5,特写(目标),Feature(Target),クローズアップ（ターゲット）,Nahaufnahme (Ziel),Gros plan (cible),Detalle (objetivo),Приближение (Цель),ขยาย (เป้าหมาย),피쳐 (대상),تكبير (الهدف),Dettaglio (Obiettivo),Destaque (Alvo)
entry_sp_effect_camera_6,特写(目标)*2,Feature(Target)*2,クローズアップ（ターゲット）*2,Nahaufnahme (Ziel)*2,Gros plan (cible)*2,Detalle (objetivo)*2,Приближение (Цель)*2,ขยาย (เป้าหมาย)*2,피쳐 (대상)*2,تكبير (الهدف)*2,Dettaglio (Obiettivo)*2,Destaque (Alvo)*2
entry_sp_effect_camera_7,特写(目标)*3,Feature(Target)*3,クローズアップ（ターゲット）*3,Nahaufnahme (Ziel)*3,Gros plan (cible)*3,Detalle (objetivo)*3,Приближение (Цель)*3,ขยาย (เป้าหมาย)*3,피쳐 (대상)*3,تكبير (الهدف)*3,Dettaglio (Obiettivo)*3,Destaque (Alvo)*3
entry_sp_effect_dynamic,动态特效,Dynamic Effect,ダイナミックな特殊効果,Dynamischer Effekt,Effet dynamique,Efecto dinámico,Динамический эффект,เอฟเฟ็กต์ไดนามิก,다이나믹 효과,تأثير ديناميكي,Effetto dinamico,Efeito Dinâmico
entry_sp_effect_dynamic_0,不使用,None,不使用,Nicht verwenden,Aucun,No usar,Не использовать,ไม่ใช้,사용 안 함,عدم استخدام,Non utilizzare,Não Usar
entry_sp_effect_dynamic_1,全体慢动作(0.5倍),Slow Motion for All(x0.5),すべてスローモーションで(0.5倍),Zeitlupe für alle(x0.5),Ralenti pour tous(x0.5),Cámara lenta para todos(x0.5),Замедленное движение для всех(x0.5),โหมดชั่วโมงละครึ่งสำหรับทุกคน(x0.5),모두를 위한 슬로우 모션(x0.5),بطيء الحركة للجميع (x0.5),Slow Motion per tutti (x0.5),Câmera Lenta para Todos (x0.5)
entry_sp_effect_dynamic_10,能量聚集,Energy Gathering,能量聚集,Energie sammeln,Collecte d'énergie,Recolección de energía,Сбор энергии,สะสมพลังงาน,에너지 수집,جمع الطاقة,Raccolta di energia,Coleta de Energia
entry_sp_effect_dynamic_2,全体慢动作(0.25倍),Slow Motion for All(x0.25),すべてスローモーションで(0.25倍),Zeitlupe für alle(x0.25),Ralenti pour tous(x0.25),Cámara lenta para todos(x0.25),Замедленное движение для всех(x0.25),โหมดชั่วโมงละ 0.25 สำหรับทุกคน,모두를 위한 슬로우 모션(x0.25),بطيء الحركة للجميع (x0.25),Slow Motion per tutti (x0,25),Câmera Lenta para Todos (x0,25)
